espn_id,full_name,nationality,current_team,league,date_of_birth,age,star_sign,position,image_url
192278,Diego Gómez,Paraguay,Brighton & Hove Albion,Premier League,2003-03-27,23,Aries,Midfielder,https://upload.wikimedia.org/wikipedia/commons/6/6b/Diego%2520Gomez%25202023%2520%2528cropped%2529.jpg
223445,Solly March,England,Brighton & Hove Albion,Premier League,1994-07-20,31,Cancer,Midfielder,https://upload.wikimedia.org/wikipedia/commons/2/22/Solly%2520March%25202018.jpg
261087,Matt O'Riley,Denmark,Brighton & Hove Albion,Premier League,2000-11-21,25,Scorpio,Midfielder,https://upload.wikimedia.org/wikipedia/commons/8/8e/Matt%2520O%2527Riley%252C%25202023.07.19%2520Yokohama%2520F.%2520Marinos%2520-%2520Celtic%2520Glasgow%2520%25286-4%2529%2520%2528cropped%2529.jpg
274278,Kaoru Mitoma,Japan,Brighton & Hove Albion,Premier League,1997-05-20,29,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/0/04/Kaoru%2520Mitoma%252000-01-48.01.png
282186,Mats Wieffer,Netherlands,Brighton & Hove Albion,Premier League,1999-11-16,26,Scorpio,Midfielder,https://a.espncdn.com/i/headshots/soccer/players/full/282186.png
304242,Yasin Ayari,Sweden,Brighton & Hove Albion,Premier League,2003-10-06,22,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/d/d8/Yasin_Ayari_%28Sweden_U21_vs_Moldova_U21%2C_13_October_2023%29.jpg
328011,Jack Hinshelwood,England,Brighton & Hove Albion,Premier League,2005-04-11,21,Aries,Midfielder,https://upload.wikimedia.org/wikipedia/commons/9/9f/Jack_Hinshelwood_24012026_%282%29.jpg
338814,Carlos Baleba,Cameroon,Brighton & Hove Albion,Premier League,2004-01-03,22,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/c/c3/Carlos%2520Baleba%25202026.jpg
378530,Harry Howell,England,Brighton & Hove Albion,Premier League,2008-04-20,18,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/9/91/Harry_Howell_cricketer_1920.jpg
115271,Danny Welbeck,England,Brighton & Hove Albion,Premier League,1990-11-26,35,Sagittarius,Forward,https://upload.wikimedia.org/wikipedia/commons/8/8d/Danny%2520Welbeck%25202018-06-13%25201.jpg
278061,Georginio Rutter,France,Brighton & Hove Albion,Premier League,2002-04-20,24,Taurus,Forward,https://upload.wikimedia.org/wikipedia/commons/b/b1/Georginio%2520Rutter%2520%2528cropped%2529.jpeg
348787,Yankuba Minteh,Gambia,Brighton & Hove Albion,Premier League,2004-07-22,21,Cancer,Forward,https://a.espncdn.com/i/headshots/soccer/players/full/348787.png
357165,Stefanos Tzimas,Greece,Brighton & Hove Albion,Premier League,2006-01-06,20,Capricorn,Forward,
387655,Charalambos Kostoulas,Greece,Brighton & Hove Albion,Premier League,2007-05-30,19,Gemini,Forward,
399697,Nehemiah Oriola,England,Brighton & Hove Albion,Premier League,2007-06-11,18,Gemini,Forward,
126703,Martin Dúbravka,Slovakia,Burnley,Premier League,1989-01-15,37,Capricorn,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/4/41/Martin_Dubravka_2018.jpg
223246,Václav Hladky,Czechia,Burnley,Premier League,1990-11-14,35,Scorpio,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/b/b4/V%C3%A1clav_Hladk%C3%BD_26042025_%282%29.jpg
329987,Max Weiß,Germany,Burnley,Premier League,2004-06-15,21,Gemini,Goalkeeper,
129358,Kyle Walker,England,Burnley,Premier League,1990-05-28,36,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/0/01/Kyle_Walker.jpg
177110,Connor Roberts,Wales,Burnley,Premier League,1995-09-23,30,Libra,Defender,https://upload.wikimedia.org/wikipedia/commons/a/a4/Connor_Roberts_%28footballer%2C_born_1995%29%2C_cropped_image%2C_Turkey_vs_Wales_EURO_2020.jpg
229524,Axel Tuanzebe,Congo DR,Burnley,Premier League,1997-11-14,28,Scorpio,Defender,https://upload.wikimedia.org/wikipedia/commons/b/ba/Manchester%2520United%2520v%2520Wigan%2520Athletic%252C%2520January%25202017%2520%252833%2529.JPG
232291,Joe Worrall,England,Burnley,Premier League,1997-01-10,29,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/c/c0/Joe%2520Worrall%2520with%2520Be%25C5%259Fikta%25C5%259F%2520%2528cropped%2529.jpg
271218,Jordan Beyer,Germany,Burnley,Premier League,2000-05-19,26,Taurus,Defender,https://upload.wikimedia.org/wikipedia/commons/a/a6/2022128171555_2022-05-08_Fussball_Eintracht_Frankfurt_vs_Borussia_M%C3%B6nchengladbach_-_Sven_-_1D_X_MK_II_-_0415_-_AK8I7150_%28cropped%29.jpg
285790,Lucas Pires,Brazil,Burnley,Premier League,2001-03-24,25,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/d/dd/Lucas_Pires_2023.png
290413,Hjalmar Ekdal,Sweden,Burnley,Premier League,1998-10-21,27,Libra,Defender,https://upload.wikimedia.org/wikipedia/commons/d/d3/Hjalmar_Ekdal_%28Sirius%2C_2020%2C_cropped%29.jpg
318316,Maxime Estève,France,Burnley,Premier League,2002-05-26,24,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/3/35/Maxime_Esteve_2021.jpg
325541,Bashir Humphreys,England,Burnley,Premier League,2003-03-15,23,Pisces,Defender,https://upload.wikimedia.org/wikipedia/commons/3/3c/Bashir%2520Humphreys.jpg
346210,Quilindschy Hartman,Netherlands,Burnley,Premier League,2001-11-14,24,Scorpio,Defender,https://a.espncdn.com/i/headshots/soccer/players/full/346210.png
347290,Murray Campbell,Scotland,Burnley,Premier League,2006-07-25,19,Leo,Defender,
163111,James Ward-Prowse,England,Burnley,Premier League,1994-11-01,31,Scorpio,Midfielder,https://upload.wikimedia.org/wikipedia/commons/b/b4/James%2520Ward-Prowse%2520in%25202024.jpeg
190936,Josh Laurent,England,Burnley,Premier League,1995-05-06,31,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/44/Josh%2520Laurent%252026042025%2520%25286%2529.jpg
207146,Josh Cullen,Republic of Ireland,Burnley,Premier League,1996-04-07,30,Aries,Midfielder,https://upload.wikimedia.org/wikipedia/commons/1/1b/Josh_Cullen_-_RSCA_%282022%29_%28cropped%29.jpg
256607,Florentino,Portugal,Burnley,Premier League,1999-08-19,26,Leo,Midfielder,
300007,Hannibal Mejbri,Tunisia,Burnley,Premier League,2003-01-21,23,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/2/2d/Hannibal%2520Mejbri%252026042025%2520%25281%2529.jpg
307657,Jaidon Anthony,England,Burnley,Premier League,1999-12-01,26,Sagittarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/1/12/Jaidon_Anthony_2020.png
309563,Lesley Ugochukwu,France,Burnley,Premier League,2004-03-26,22,Aries,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/75/Lesley%2520Ugochukwu%25202023%2520Luton.jpg
324541,Loum Tchaouna,France,Burnley,Premier League,2003-09-08,22,Virgo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/d/d0/Loum_Tchaouna_29112025_%286%29.jpg
366750,Ellis Clark,Scotland,Burnley,Premier League,2007-06-26,18,Cancer,Midfielder,
409739,Oliver Pimlott,England,Burnley,Premier League,2007-04-07,19,Aries,Midfielder,
411241,George Brierley,England,Burnley,Premier League,2007-11-20,18,Scorpio,Midfielder,
105405,Ashley Barnes,England,Burnley,Premier League,1989-10-30,36,Scorpio,Forward,https://upload.wikimedia.org/wikipedia/commons/c/c0/Ashley%2520Barnes%252026042025%2520%25282%2529.jpg
225552,Marcus Edwards,England,Burnley,Premier League,1998-12-03,27,Sagittarius,Forward,https://upload.wikimedia.org/wikipedia/commons/e/e4/Marcus_Edwards_26042025_%283%29.jpg
233073,Jacob Bruun Larsen,Denmark,Burnley,Premier League,1998-09-19,27,Virgo,Forward,https://upload.wikimedia.org/wikipedia/commons/5/57/Jacob%2520Bruun%2520Larsen%252C%2520Dinamarca%2520x%2520%25C3%2581frica%2520do%2520Sul%2520-%2520Olimp%25C3%25ADadas%2520Rio%25202016%2520%2528cropped%2529.jpg
261598,Zian Flemming,Netherlands,Burnley,Premier League,1998-08-01,27,Leo,Forward,https://a.espncdn.com/i/headshots/soccer/players/full/261598.png
264751,Lyle Foster,South Africa,Burnley,Premier League,2000-09-03,25,Virgo,Forward,https://upload.wikimedia.org/wikipedia/commons/f/fc/Lyle_Foster_29112025_%286%29.jpg
280895,Mike Trésor,Belgium,Burnley,Premier League,1999-05-28,27,Gemini,Forward,https://a.espncdn.com/i/headshots/soccer/players/full/280895.png
291535,Armando Broja,Albania,Burnley,Premier League,2001-09-10,24,Virgo,Forward,https://a.espncdn.com/i/headshots/soccer/players/full/291535.png
299600,Enock Agyei,Belgium,Burnley,Premier League,2005-01-13,21,Capricorn,Forward,
320757,Zeki Amdouni,Switzerland,Burnley,Premier League,2000-12-04,25,Sagittarius,Forward,
403872,Kian McMahon-Brown,Republic of Ireland,Burnley,Premier League,2008-08-03,17,Leo,Forward,
411240,Brandon Pouani,England,Burnley,Premier League,2007-12-10,18,Sagittarius,Forward,
108662,Robert Sánchez,Spain,Chelsea,Premier League,1997-11-18,28,Scorpio,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/7/74/Robert%2520S%25C3%25A1nchez%2520FIFA%2520Club%2520World%2520Cup%2520final%2520extraction.jpg
286774,Gaga Slonina,USA,Chelsea,Premier League,2004-05-15,22,Taurus,Goalkeeper,https://a.espncdn.com/i/headshots/soccer/players/full/286774.png
300049,Teddy Sharman-Lowe,England,Chelsea,Premier League,2003-03-30,23,Aries,Goalkeeper,
304256,Filip Jørgensen,Denmark,Chelsea,Premier League,2002-04-16,24,Aries,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/0/0e/Filip_J%C3%B6rgensen_20042025_%281%29.jpg
351335,Max Merrick,England,Chelsea,Premier League,2005-11-10,20,Scorpio,Goalkeeper,
189007,Reece James,England,Chelsea,Premier League,1999-12-08,26,Sagittarius,Defender,https://upload.wikimedia.org/wikipedia/commons/0/0d/Reece%2520James%2520FIFA%2520Club%2520World%2520Cup%2520final%2520extraction.jpg
227784,Trevoh Chalobah,England,Chelsea,Premier League,1999-07-05,26,Cancer,Defender,https://upload.wikimedia.org/wikipedia/commons/3/3c/TrevohChalobahIpsBlR1.jpg
231198,Tosin Adarabioyo,England,Chelsea,Premier League,1997-09-24,28,Libra,Defender,https://upload.wikimedia.org/wikipedia/commons/1/19/Tosin%2520Adarabioyo%2520FIFA%2520Club%2520World%2520Cup%2520extraction.jpg
270190,Wesley Fofana,France,Chelsea,Premier League,2000-12-17,25,Sagittarius,Defender,https://upload.wikimedia.org/wikipedia/commons/0/07/Wesley%2520Fofana%25202022.jpg
282585,Benoît Badiashile,France,Chelsea,Premier League,2001-03-26,25,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/5/5a/Badiashile%2520%2528Testspiel%252C%25203.%2520Juli%25202021%2529%252023%2520%2528cropped%2529.jpg
296410,Levi Colwill,England,Chelsea,Premier League,2003-02-26,23,Pisces,Defender,https://upload.wikimedia.org/wikipedia/commons/a/a4/Levi%2520Colwill%2520FIFA%2520Club%2520World%2520Cup%2520final%2520extraction.jpg
308947,Malo Gusto,France,Chelsea,Premier League,2003-05-19,23,Taurus,Defender,https://upload.wikimedia.org/wikipedia/commons/e/ee/Olympique%2520lyonnais%2520-%2520ES%2520Troyes%2520AC%2520L1%252019-08-2022%2520-%2520Malo%2520Gusto.jpg
353951,Jorrel Hato,Netherlands,Chelsea,Premier League,2006-03-07,20,Pisces,Defender,https://a.espncdn.com/i/headshots/soccer/players/full/353951.png
355433,Mamadou Sarr,Senegal,Chelsea,Premier League,2005-08-29,20,Virgo,Defender,https://upload.wikimedia.org/wikipedia/commons/a/a8/Sarr%2520asse%2520rcsa%25202425.jpg
368317,Josh Acheampong,England,Chelsea,Premier League,2006-05-05,20,Taurus,Defender,
256115,Pedro Neto,Portugal,Chelsea,Premier League,2000-03-09,26,Pisces,Forward,https://upload.wikimedia.org/wikipedia/commons/a/ad/Pedro%2520Neto%2520USMNT%2520v%2520Portugal%2520Mar%252031%25202026-48.jpg
259910,Marc Cucurella,Spain,Chelsea,Premier League,1998-07-22,27,Cancer,Defender,https://upload.wikimedia.org/wikipedia/commons/f/fb/Spain%2520football%2520team%2520in%2520202%2520%2528Marc%2520Cucurella%2529.jpg
285450,Enzo Fernández,Argentina,Chelsea,Premier League,2001-01-17,25,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/e/eb/Enzo%2520Fern%25C3%25A1ndez%25202025%2520FIFA%2520Club%2520World%2520Cup%2520Final.jpg
289877,Moisés Caicedo,Ecuador,Chelsea,Premier League,2001-11-02,24,Scorpio,Midfielder,https://upload.wikimedia.org/wikipedia/commons/a/ae/Mois%25C3%25A9s%2520Caicedo%252020042025%2520%25281%2529.jpg
296395,Cole Palmer,England,Chelsea,Premier League,2002-05-06,24,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/0/0f/Cole%2520Palmer%25202025%2520FIFA%2520Club%2520World%2520Cup%2520Final.jpg
299911,Mykhailo Mudryk,Ukraine,Chelsea,Premier League,2001-01-05,25,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/0/0a/%25D0%259C%25D0%25B8%25D1%2585%25D0%25B0%25D0%25B8%25D0%25BB%2520%25D0%259C%25D1%2583%25D0%25B4%25D1%2580%25D0%25B8%25D0%25BA.%252026%2520%25D0%25BC%25D0%25B0%25D1%258F%25202021%2520%25D0%25B3%25D0%25BE%25D0%25B4%25D0%25B0%2520%25E2%2580%2594%25201233123%2520%2528cropped%2529.jpg
308217,Romeo Lavia,Belgium,Chelsea,Premier League,2004-01-06,22,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/f/fb/Rom%C3%A9o_Lavia_20042025_%281%29_cropped.jpg
314858,Andrey Santos,Brazil,Chelsea,Premier League,2004-05-03,22,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/2/23/Santos_asse_rcsa_2425.jpg
315532,Charlie Holland,England,Chelsea,Premier League,2009-07-03,16,Cancer,Midfielder,
316560,Dário Essugo,Portugal,Chelsea,Premier League,2005-03-14,21,Pisces,Midfielder,https://upload.wikimedia.org/wikipedia/commons/8/8f/Dario_Essugo_Chelsea_AC_Milan_warm_up.jpg
374222,Ollie Harrison,England,Chelsea,Premier League,2007-08-07,18,Leo,Midfielder,
379702,Landon Emenalo,England,Chelsea,Premier League,2008-01-18,18,Capricorn,Midfielder,
400749,Reggie Walsh,England,Chelsea,Premier League,2008-10-20,17,Libra,Midfielder,
408510,Mathis Eboue,England,Chelsea,Premier League,2009-02-27,17,Pisces,Midfielder,
284960,João Pedro,Brazil,Chelsea,Premier League,2001-09-26,24,Libra,Forward,https://upload.wikimedia.org/wikipedia/commons/3/32/Jo%25C3%25A3o%2520Pedro%252C%25202025%2520FIFA%2520Club%2520World%2520Cup%2520final%2520%252854654843615%2529.jpg
307114,Liam Delap,England,Chelsea,Premier League,2003-02-08,23,Aquarius,Forward,https://upload.wikimedia.org/wikipedia/commons/f/f6/Liam%2520Delap%2520in%25202025.jpg
325555,Alejandro Garnacho,Argentina,Chelsea,Premier League,2004-07-01,21,Cancer,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/79/Alejandro%2520Garnacho%25207%2520August%25202022%2520%2528cropped%2529.jpg
339879,Jamie Gittens,England,Chelsea,Premier League,2004-08-08,21,Leo,Forward,
363038,Marc Guiu,Spain,Chelsea,Premier League,2006-01-04,20,Capricorn,Forward,https://upload.wikimedia.org/wikipedia/commons/5/53/Marc_Guiu_FIFA_Club_World_Cup_final_extraction.jpg
372013,Shim Mheuka,England,Chelsea,Premier League,2007-10-20,18,Libra,Forward,
373759,Jesse Derry,England,Chelsea,Premier League,2007-06-30,18,Cancer,Forward,
376481,Estêvão,Brazil,Chelsea,Premier League,2007-04-24,19,Taurus,Forward,
399895,Ryan Kavuma-Mcqueen,England,Chelsea,Premier League,2009-01-01,17,Capricorn,Forward,
195738,Walter Benítez,Argentina,Crystal Palace,Premier League,1993-01-19,33,Capricorn,Goalkeeper,https://a.espncdn.com/i/headshots/soccer/players/full/195738.png
205981,Remi Matthews,England,Crystal Palace,Premier League,1994-02-10,32,Aquarius,Goalkeeper,
234172,Dean Henderson,England,Crystal Palace,Premier League,1997-03-12,29,Pisces,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/8/83/Fredrikstad%2520Fotballklubb%2520v%2520Crystal%2520Palace%2520FC%252C%252028%2520August%25202025%2520A11%2520%2528Dean%2520Henderson%2529.jpg
330617,Jackson Izquierdo,England,Crystal Palace,Premier League,2004-10-15,21,Libra,Goalkeeper,
127865,Nathaniel Clyne,England,Crystal Palace,Premier League,1991-04-05,35,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/0/0b/Nathaniel%2520Clyne%25202018%2520%2528cropped%2529.jpg
146679,Daniel Muñoz,Colombia,Crystal Palace,Premier League,1996-05-26,30,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/5/5f/Fredrikstad%2520Fotballklubb%2520v%2520Crystal%2520Palace%2520FC%252C%252028%2520August%25202025%2520A36.jpg
228319,Borna Sosa,Croatia,Crystal Palace,Premier League,1998-01-21,28,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/c/cb/Borna%2520sosa.jpg
265918,Maxence Lacroix,France,Crystal Palace,Premier League,2000-04-06,26,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/8/8f/Fredrikstad%2520Fotballklubb%2520v%2520Crystal%2520Palace%2520FC%252C%252028%2520August%25202025%2520A34%2520%2528Maxence%2520Lacroix%2529.jpg
272585,Chris Richards,USA,Crystal Palace,Premier League,2000-03-28,26,Aries,Defender,https://a.espncdn.com/i/headshots/soccer/players/full/272585.png
300853,Tyrick Mitchell,England,Crystal Palace,Premier League,1999-09-01,26,Virgo,Defender,https://upload.wikimedia.org/wikipedia/commons/5/5a/Fredrikstad%2520Fotballklubb%2520v%2520Crystal%2520Palace%2520FC%252C%252028%2520August%25202025%2520B23%2520%2528Tyrick%2520Mitchell%2529.jpg
307870,Chadi Riad,Morocco,Crystal Palace,Premier League,2003-06-17,22,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/f/f0/Chadi_Riad_against_Paraguay_%28cropped%29.jpg
358084,Caleb Kporha,England,Crystal Palace,Premier League,2006-07-15,19,Cancer,Defender,
386252,Jaydee Canvot,France,Crystal Palace,Premier League,2006-07-29,19,Leo,Defender,https://upload.wikimedia.org/wikipedia/commons/d/db/Canvot_asse_tfc_2425.png
400110,George King,England,Crystal Palace,Premier League,2007-03-20,19,Pisces,Defender,
403867,Dean Benamar,England,Crystal Palace,Premier League,2008-05-31,18,Gemini,Defender,
168421,Will Hughes,England,Crystal Palace,Premier League,1995-04-17,31,Aries,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/44/Will_Hughes.jpg
197399,Jefferson Lerma,Colombia,Crystal Palace,Premier League,1994-10-25,31,Scorpio,Midfielder,https://upload.wikimedia.org/wikipedia/commons/3/3e/Jefferson%2520Lerma%25202018.png
219362,Daichi Kamada,Japan,Crystal Palace,Premier League,1996-08-05,29,Leo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/e/e4/2022128173756_2022-05-08_Fussball_Eintracht_Frankfurt_vs_Borussia_M%C3%B6nchengladbach_-_Sven_-_1D_X_MK_II_-_0725_-_AK8I7460_%28Daichi_Kamada_cropped%29.jpg
266628,Cheick Doucouré,Mali,Crystal Palace,Premier League,2000-01-08,26,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/e/e3/Lens%2520-%2520Sochaux%2520%252823-11-2019%2529%252081.jpg
291468,Justin Devenny,Northern Ireland,Crystal Palace,Premier League,2003-10-11,22,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/0/01/Fredrikstad_Fotballklubb_v_Crystal_Palace_FC%2C_28_August_2025_B28_%28Justin_Devenny%29.jpg
297370,Yéremy Pino,Spain,Crystal Palace,Premier League,2002-10-20,23,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/1/1d/Manchester%2520United%2520v%2520Villarreal%2520CF%252C%252029%2520September%25202021%2520%252807%2529%2520%2528cropped%2529.jpg
333419,Adam Wharton,England,Crystal Palace,Premier League,2004-02-06,22,Aquarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/49/Fredrikstad%2520Fotballklubb%2520v%2520Crystal%2520Palace%2520FC%252C%252028%2520August%25202025%2520B06%2520%2528cropped%2529.jpg
345213,Kaden Rodney,England,Crystal Palace,Premier League,2004-10-07,21,Libra,Midfielder,
363444,Rio Cardines,Trinidad and Tobago,Crystal Palace,Premier League,2006-07-01,19,Cancer,Midfielder,https://upload.wikimedia.org/wikipedia/commons/e/e7/Rio_Cardines_2025.jpg
386256,Christantus Uche,Nigeria,Crystal Palace,Premier League,2003-05-19,23,Taurus,Midfielder,
241012,Ismaïla Sarr,Senegal,Crystal Palace,Premier League,1998-02-25,28,Pisces,Forward,https://upload.wikimedia.org/wikipedia/commons/8/83/Ismaila%2520Sarr%25202022.jpg
241187,Jean-Philippe Mateta,France,Crystal Palace,Premier League,1997-06-28,28,Cancer,Forward,https://upload.wikimedia.org/wikipedia/commons/6/68/Fredrikstad%2520Fotballklubb%2520v%2520Crystal%2520Palace%2520FC%252C%252028%2520August%25202025%2520B11%2520%2528JP%2520Mateta%2529.jpg
252747,Jørgen Strand Larsen,Norway,Crystal Palace,Premier League,2000-02-06,26,Aquarius,Forward,https://a.espncdn.com/i/headshots/soccer/players/full/252747.png
